source	syllabary	pronunciation	definition
ced	ᎦᏅᎦᎵᎭ	gạ²nv²gạ²lị³ha	he's cleaning him, it
ced	ᎦᏅᏆᎶᎠ	gạ²nv²gwạ²lo³ɂa	he's hammering it
ced	ᎦᏅᏆᎶᏍᏗ	gạ²nv²gwạ²lo⁴sdi	hammer
ced	ᎦᏅᏆᎶᏍᎩᎢ	gạ²nv²gwa²lo¹sgi⁴ɂi	a blacksmith shop
ced	ᎦᏅᎯᏓ	gạ²nv²hi⁴da	long
ced	ᎦᏅᏠᎯᎭ	gạ²nv³hlo²hị³ha	1. he's tying up a leg 2. he's applying a break
ced	ᎦᏅᏠᏍᏗ	gạ²nv¹hlo²³sdi	1. brake (handle, pedal, etc.)  2. brakes (when plural form is used.)
ced	ᎦᏅᏅᎢ	gạ²nv²hnv⁴ɂi	route
ced	ᎦᏅᏥᏙᎭ	gạ²nv³ji²do³ha	he's tossing about
ced	ᎦᏅᏁᎭ	gạ²nv³nẹ²ha	he's giving him a flexible object
ced	ᎦᏅᏃᏩ	gạ²nv²no²wa	pipe
ced	ᎦᏅᏍᎨ	gạ²nv¹sge	leg
ced	ᎦᏅᏍᎨᏂ	gạ²nv¹sge⁴ni	his leg
ced	ᎦᏅᏬᎢ	gạ²nv²wo⁴ɂi	his shoulder
ced	ᎦᏌᏙᏍᎦ	ga²sạ²do³²sga	he's pushing him, it
ced	ᎦᏌᏆᎴᎯᎭ	ga²sạ²gwạ²le²³hị³ha	he's rolling him, it
ced	ᎦᏌᏆᎸᎢ	ga²³sạ³gwạ²lv⁴ɂi	round
ced	ᎦᏌᎴᏂ	ga¹sạ²le²³ni	coat
ced	ᎦᏌᎾᎵ	ga¹sạ²na²li	roof
ced	ᎦᏌᏁᎾᏛᏍᎦ	ga³sạ²ne²³nạ³dṿ²sga	he's attaching it (flexible), behind it
ced	ᎦᏍᎩᎶ	ga²sgị²lo	chair, table
ced	ᎦᏍᎩᎶ ᎠᎵᏍᏓᏴᎲᏍᎦ	ga²sgị²lo al²sdayv¹hv⁴ɂsga	dining table
ced	ᎦᏍᎩᎶ ᏗᎯᎵᎨᏍᎩ	ga²sgị²lo di²hlih²ge⁴sgi	rocking chair
ced	ᎦᏍᎩᎸᎢ	ga²sgị²lv⁴ɂi	on a chair, table
ced	ᎦᏍᏉᎢᎭ	ga³sgwọ²ɂi²ha	it's dripping
ced	ᎦᏐᏆᏘ	ga³soh²gwạ²ti	humpbacked
ced	ᎦᏐᎯᎢ	ga²sọ²hi⁴ɂi	his back
ced	ᎦᏒᏂᎦ	ga²svnh²ga	he's whistling
ced	ᎦᏒᏛᏍᎦ	ga³sv²tṿ³sga	he's piling it up
ced	ᎦᏔ	gạ²ta	it's hanging
ced	ᎦᏘᏗ	gạ²tdi	button
ced	ᎦᏖᏌᏗ	ga²te³sạɂ²di	cooking pan
ced	ᎦᏘᎭ	ga²tị³ha	he's stabbing him, it
ced	ᎦᏘᏲᎢ	ga²³ti³yo⁴ɂi	stompgrounds
ced	ᎦᏙᎦ	ga¹toh²ga	tail
ced	ᎦᏛᏍᎦ	gạ²tṿ³sga	he's hanging it up
ced	ᎦᏪᏟᎭ	gạ²we³hlị²ha	he's joking, he's teasing
ced	ᎦᏪᏐᎸᏍᏗᎭ	gạ²we³so²lv²³sdị³ha	he's resting him
ced	ᎦᏬᎠ	gạ²wo³ɂa	1. he's bathing him 2. he's baptizing him
ced	ᎦᏬᎯᎵᏴᎠ	gạ²wo²³hị³li²yṿ²ɂa	he's replying
ced	ᎦᏬᏅᏗᎭ	gạ²wonh³dị³ha	he's lecturing him
ced	ᎦᏬᏂᏓ	gạ²wo¹ni²³da	gossip
ced	ᎦᏬᏂᎭ	gạ²wo³nị²ha	he's speaking
ced	ᎦᏩᏒᎩ	gaw²sv¹gi	cantaloupe, muskmelon
ced	ᎦᏰᏌᏛᎢ	ga³ye²sạɂdv⁴ɂi	his finger
ced	ᎦᏰᏫᏍᎦ	ga²yew²sga	he's sewing it
ced	ᎦᏰᏫᏍᎩᎢ	ga²yew²sgi⁴ɂi	sewing machine
ced	ᎦᏰᎪᎩ	gayh²go⁴gi	liar
ced	ᎦᏰᎪᎩ	gayh²go¹gi	lie
ced	ᎦᏲᏟ	ga¹yo⁴hli	small quantity
ced	ᎦᏳᎳ	ga³yu²la	already
ced	ᎨᏠᎭ	ge²hlọ³ha	he's feeding him, it
ced	ᎨᏡᎲᏍᎦ	ge²hlụ²hṿ³sga	he, it's howling, screaming, yelling, etc.
ced	ᎨᏯᏔᎯ	ge³hyah²tạ²hi	wild
ced	ᎨᎢ	gẹ²ɂi	downstream
ced	ᎨᏥᎪᎵᏰᏗᎢ	ge²jị²go²li²³ye³²di⁴ɂi	clinic
ced	ᎨᎵᏏᏁᎭ	ge²li²³si³ne²ha	he's leading it by a leash
ced	ᎨᎵᏍᏘᎩ	ge²li⁴stgi	pie
ced	ᎨᏘᎶᏍᏗ	ge²ti²lo⁴sdi	crowbar
ced	ᎨᏛᏍᏗ	ge³tṿ²sdi	post
ced	ᎨᏛᏍᎦ	ge²tṿ³sga	he's setting a post (or other long object) into the ground
ced	ᎩᎦ	gi²³ga	blood
ced	ᎩᎦ ᏕᎧᏴᏍᏉᎢᎭ	gi²³ga de²kạ³yv²³sgwọ³ɂị²ha	he has a nosebleed
ced	ᎩᎦᎨ, ᎩᎨ	gi²³gạ³ge, gi²³ge	red
ced	ᎩᏝ	giɂ²hla	loose hair
ced	ᎩᏟ	gi²hli	dog
ced	ᎩᏟ ᏗᎦᎴᏅᎯᏓ	gi²hli dị²gạɂ²le²³nv³hi²da	hounddog
ced	ᎩᎵᏏ	Gị²li²si	English
ced	ᎩᏄᏘᏗ	gi²nu⁴tdi	quarter, one-fourth
ced	ᎩᏅᏌ	gi²nv²³sa	ourselves (you alone and I) (see Gram III, A)
ced	ᎪᎨᏱ	go²ge⁴yi	spring
ced	ᎪᎩ	go²gi	summer
ced	ᎪᎯᏓ	go²hi⁴da	a long time
ced	ᎪᎯᏁᎦ	go²hi²³ne³²ga	he's leading him by the hand
ced	ᎪᎯᏳᏓᏁᎭ	go²hiyh²da³²nẹ²ha	1. he's agreeing with him 2. he's vouching for him
ced	ᎪᎯᏳᏗ	go²hiyh²di	belief, faith
ced	ᎪᎵᎦ	gohl²ga	he's recognizing him
ced	ᎪᎵᎦ	gohl²ga	he understands it
ced	ᎪᎵᎩ	gohl⁴gi	his acqaintance
ced	ᎪᏢᏅᎢ	go²hlv²hnv⁴ɂi	butter
ced	ᎪᏢᏍᎦ	go²hlṿ³sga	he's getting full
ced	ᎪᏢᏍᎦ	go¹hlv²sga	he's making it
ced	ᎪᎰᏅᏗᎭ	go²honh²dị³ha	he's making it (round, long) fall
ced	ᎪᎰᏍᎦ	go²họ²sga	it's (round, long) falling
ced	ᎪᎱᏍᏗ, ᎪᏍᏗ	go²hu⁴sdi, go⁴sdi	something
ced	ᎪᏪᎵ	go²hwe²li	1. paper 2. letter
ced	ᎪᏪᎵᎠ	go²hwe²³li³ɂa	he's writing it
ced	ᎪᎢ	Gọ²ɂi⁴	Greasy
ced	ᎪᎢ	gọ²ɂi	1. grease 2. oil
ced	ᎪᎢᎭᎢ	gọ²ɂi²ha⁴ɂi	greasy
ced	ᎪᏣᏁᎠ	go³²jạ²ne³ɂa	he's pulling a trigger
ced	ᎪᏣᏁᏍᏗᎢ	go¹jạ²ne¹sdi⁴ɂi	trigger
ced	ᎪᎦᏍᏗ	go⁴ksdi	cigarette
ced	ᎪᎦᏍᎦ	go²ksga	he's smoking it
ced	ᎪᎳ	go⁴la	winter
ced	ᎪᎴᎯ	go²³le²³hi	pneumonia
ced	ᎪᏍᏓᏱ	go²³sda¹yi	sharp
ced	ᎪᏍᏗᏳᎵ	go²sdi¹yu⁴hli	dull
ced	ᎪᏍᏛᏂᎭ	go²sdv³ni²ha	he's batting it
ced	ᎪᏍᏛᏂᏍᏗ	go²sdv³ni¹sdi	bat
ced	ᎪᏎᎭ	go¹sẹ³ha	he's saying to him
ced	ᎪᏘᏍᎦ	go²tị²sga	it's swelling
ced	ᎪᏛᎢ	go²³tv⁴ɂi	fire (for heating)
ced	ᎪᏛᏍᎦ	go²³tṿ³sga	he's building a fire
ced	ᎫᏓᎴᎠ	gu²dạ²le³ɂa	1. he's unhitching him, it 2. he's unhooking it 3. he's unplugging it
ced	ᎫᏓᎸᏍᎦ	gu²dạ²lv³²sga	1. he's hitching him, it up 2. he's hooking it up 3. he's plugging it in
ced	ᎫᎫ	gu¹gu	bottle
ced	ᎫᎫ	gu¹gu	tick
ced	ᎫᎫᎢ	Gu¹gu⁴ɂi	Bartlesville
ced	ᎫᎭᎵᏗ	gu²³hahl²di	handle (for a tool)
ced	ᎫᎭᏢᏍᎦ	gu²hạ²hlṿ³sga	he's putting a handle on a tool
ced	ᎫᏇ	gu²hgwe	quail
ced	ᎫᎯᎶᎠ	gu²hi²lo³ɂa	he's washing it
ced	ᎫᎯᏍᏗᎭ	gu²hi²³sdị³ha	he's accusing him
ced	ᎫᏢᏗ	gu¹hlv³di	lid
ced	ᎫᏢᏍᎦ	gu³hlṿ²sga	1. he's covering it 2. he's putting a lid on it
ced	ᎫᎲᏍᎦ	gu²hṿ³sga	he's putting it in water
ced	ᎫᎴ	gu²le	acorn
ced	ᎫᎴ ᏗᏍᎪᏂᎯ	gu²le di²sgo²³hnị²hi	mourning dove
ced	ᎫᏐᎢ	Gu²so⁴ɂi	Muskogee
ced	ᎫᏖᎠ	gu²te³ɂa	he's picking him, it up
ced	ᎫᏘᎭ	gu²tị³ha	it's snowing
ced	ᎬᎩᏍᏗ	gv²gi¹sdi	watermelon
ced	ᎬᎫᏍᏗᎭ	gv²gu²³sdị³ha	he's sifting it
ced	ᎬᎫᏍᎦ	gv²gu²³sga	it's leaking
ced	ᎬᏗ	gvh⁴di	with, by means of
ced	ᎬᎮ	gv²he	bobcat
ced	ᎬᎿ	gv²hna	he is alive
ced	ᎬᎿᎦᎵᏍᏗ	gṿ³hnạ²gal²sdi	active
ced	ᎬᎿᎨᎢ	gv²³hnạ³ge⁴ɂi	black
ced	ᎬᏂᎭ	gv²hnị³ha	1. he's hitting, striking him, it 2. he's knocking
ced	ᎬᏂᏍᏗᎭ	gv²hnị²sdị³ha	he's cooking it (a specific food)
ced	ᎬᏃᏓ	gv²hno⁴da	alive
ced	ᎬᏅᎢ	gv²hnv⁴ɂi	his life
ced	ᎬᏩᏃᏍᏓ	gv²hwạ²no⁴sda	whole
ced	ᎬᏣᏝᏅᎯ	gv²jạ²hlạ³nv⁴hi	fried
ced	ᎬᏣᏢᏍᎦ	gv²jạ²hlṿ³sga	he's frying it
ced	ᎬᎾ	gv³na	turkey
ced	ᎬᎾᏬᏗᎭ	gv¹nawh²dị³ha	he's melting it
ced	ᎬᎾᏬᏍᎦ	gv²nạ²wo²sga	it's melting
ced	ᎬᏃᏌᏍᏗ	gv²no²sạ³sdi	broom
ced	ᎬᏃᏌᏍᎦ	gv²no²sa³sga	he's sweeping it
ced	ᎬᏂᏍᎦ	gvn²sga	1. it's becoming done (by cooking) 2. it's ripening
ced	ᎬᏍᎦᏢᏍᎦ	gv¹sgạ²hlṿ³sga	he's hiding it
ced	ᎬᏍᎦᎳᏗᎠ	gv²sgạ²lạ³dị³ɂa	he's hiding a long object
ced	ᎬᏍᎦᎸᏍᎦ	gv²sgạ³lṿ³²sga	he's hiding him, it (flexible)
ced	ᎬᏍᏆᎶᎠ	gv²sgwạ²lo³ɂa	he's cracking it
ced	ᎬᏛᏍᎦ	gv²tṿ³sga	he's putting it into a fire
ced	ᎬᏩᏢᏍᎦ	gv³wạ²hlṿ³sga	he's soaking it (flexible object)
ced	ᎬᏩᏚᏫᏓ	gv²wa²tu³hwị²da	all around
ced		-gwu	1. only, just 2. still
ced		h-	second person singular
ced		-ha	partitive
ced	ᎭᏢ	ha²dlv	where
ced	ᎭᏫᏂ	hạ²wi⁴ni	under
ced	ᎭᏫᏂ ᏗᏜ	hạ²wi³ni di³dla	underneath
ced	ᎭᏫᏯ	hạ²wi²ya	meat
ced		-hehno	because
ced		-hno	and
ced	ᎮᏍᏗ, ᏞᏍᏗ	he¹sdi, hle¹sdi	don't
ced		-hi	(see -i)
ced	ᎯᎠ	hị²ɂa	this, these
ced	ᎯᎳ	hị²la⁴	how, what (with nouns of quantity, duration, size, etc.)
ced	ᎯᎳᏴᎢ	hị²la³²yv⁴ɂi	when
ced	ᎯᏍᎩ	hị²sgi	five
ced	Ꮭ	hla, tla	no, not
ced	Ꮭ ᎪᎱᏍᏗ	hlạ³ go²hu⁴sdi	nothing
ced	Ꮭ ᎢᎸᏢ, Ꮭ Ꮲ	hlạ³ ị²lvh³dlv, hlạ³ dlv⁴	nowhere
ced	Ꮭ ᎢᎸᎯᏳ	hlạ³ ị²lv²³hị³yu	never
ced	Ꮭ ᎩᎶ	hlạ³ kị²lo	no one
ced	ᏝᏬᏚ	hlạ²wo¹tu	mud
ced	ᏝᏬᏚᎭᎢ	hlạ²wo¹tu²ha⁴ɂi	muddy (object)
ced	ᏝᏬᏚᎯ	hlạ²wo¹tu⁴hi	1. adj. muddy (ground), 2. adv. In the mud
ced	ᏞᎦ	hle⁴ga	for a while
ced	ᏞᎩ	hle²ki³	soon
ced	ᏞᏍᏗ	hle¹sdi	don't
ced	ᏡᎬᎢ	hlgv⁴ɂi	tree
ced	ᏢᏓᏥ, ᏢᏓᏥ	hlv²dạ²ji, tlv²dạ²ji	lion
ced		-hno	and (see Gram. III, F)
ced	ᎰᏩ	họ²wa	okay
ced	-Ꮂ	-hv	Question marker (see Gram. I, D)
ced	ᏯᏖᎾ	hyah²te²³na	board
ced	ᏯᏙᏟ	hyah²to⁴hli	narrow
ced	ᏰᎦᏟ	hyeh²gạ²hli	quilt
ced	Ꭲ-	i-	repetitive (see Gram. I, A)
ced	-Ꭲ	-i	locative (see Gram. II, B)
ced	-Ꭲ	-i	agent (see Gram.II, B)
ced	-Ꭲ	-i	future tense (Gram. I, D)
ced	-ᎢᏗ	-idi	about to, on the verge of (see Gram. I, D)
ced	ᎢᎦ	i²³ga⁴	quantity (inanimate)
ced	ᎢᎦ	i²ga	day
ced	ᎢᎦᏓ	i²³ga³da	some
ced	ᎢᎦᎷᎦ	i²³gạɂ³luh²ga	he's returning
ced	ᎢᎦᏅᎯᏓ	i²³gạ³nv²hi⁴da	in length
ced	ᎢᎦᏒᏘ	i²³ga³²sv⁴ti	rick (of wood)
ced	ᎢᎦᏘ	i²³gạ²ti	height
ced	ᎢᎪᎯᏓ	i²³go³hi⁴da	length of time
ced	ᎢᎪᎯᏓ	i²³go³hi⁴da	until
ced	ᎢᎬᎾᏕᎾ	i²³gv³nạ²de⁴na	area
ced	ᎢᎬᏌ	ị¹gv²³sa	1. ourselves (you all and I), 2. one another, each other (see Gram. III, A)
ced	ᎢᎬᏱ	ị²gv²³yi	earlier than
ced	ᎢᎬᏱᎢ	ị²gv²yi⁴ɂi	first
ced	ᎢᏤᎢ	ị²je⁴ɂi	green (of fruit or vegetable)
ced	ᎢᏤᎢ	ị²je⁴ɂi	new (inanimate)
ced	ᎢᏤᎢᏳᏍᏗ	ị²jẹ³ɂị²yu⁴sdi	green
ced	ᎢᏧᏕᏘᏴᏓ	ị²ju³de²tị²yv⁴da	years (number of)
ced	ᎢᏧᎳ	i²³ju³la	both
ced	ᎢᏨᏌ	i¹jv²³sa	1. yourselves (you all), 2. one another, each other (see Gram. III, A)
ced	ᎢᎩᏓ	ị³kị²da	size
ced	ᎢᎳᏏᏗ	ị³la¹sih²di	foot (unit of measure)
ced	ᎢᎸᎯᏳᎢ	ị²lv²³hị³yu⁴ɂi	ever
ced	ᎢᎸᏍᎩ	ị²lv⁴sgi	few
ced	ᎢᎾ	i⁴na	far
ced	ᎢᎾᏓ	i²³nạ³da	snake
ced	ᎢᎾᎨᎢ	i²³nạ³ge⁴ɂi	forest, wilderness
ced	ᎢᏅᎯ	i²nv²hi	too far
ced	ᎢᏌ	i²sa	flour
ced	ᎢᏏᏔᏗᏍᏗ	ị³sih²tạ²di¹sdi	inch
ced	ᎢᏯ	i²ya	pumpkin
ced	ᎢᏯᏓᏅᏖᏗ	ị²yạ³danh³teh³di	cent
ced	ᎢᏯᎦᏴᎵ	ị²yạ³gạ²yv⁴li	thousand
ced	ᎢᏯᏔᏬᏍᏔᏅᎢ	ị²yạ³tạ²hwo¹stạ²nv⁴ɂi	minute
ced	ᎢᏳᏓᎵ	ị²yu³da⁴li	1. apart  2. often
ced	ᎢᏳᏟᎶᏓ	ị²yu³hli²lo⁴da	unit of measure (acres, bushels, gallons, hours, miles, yards)
ced	ᎢᏳᎾᏙᏓᏆᏍᏗ	ị²yu³nạ²do²³dạ²gwa¹sdi	weeks
ced	ᎢᏳᏍᏗ	ị²yu⁴sdi	like
ced	ᎢᏳᏩᏂᎸᎢ	ị²yụ³wa²hnị²lv⁴ɂi	o'clock
ced	ᎢᏳᏩᎪᏗ, ᏳᏩᎪᏗ	ị²yụ³wa⁴kdi, yụ³wa⁴kdi	time, times
ced		j-	past tense (see Gram. I, A)
ced		j-	relative (see Gram. I, A)
ced	Ꮳ-	ja-	second person singular (see Gram. I, B)
ced	ᏣᎳᎩ	Jạ²lạ²gi	Cherokee (language)
ced	ᏣᎳᎩ, ᎠᏣᎳᎩ	Jạ²lạ²gi, Ạ²jạ²lạ²gi	Cherokee
ced	ᏣᎳᎫᏪᏘᎢ	Jạ²lạ²gụ³we²ti⁴ɂi	North Carolina
ced	Ꮵ-	ji-	first person singular subject (see Gram. I, D)
ced	ᏥᎩᎵᎵ	jị²gị²ɂlị²li	chickadee
ced	ᏥᎳᎵ	ji²lạ²li	chewing gum
ced	ᏥᏌ	Ji²³sa	Jesus
ced	ᏥᏍᏚ	ji²sdu	rabbit
ced	ᏥᏍᏛᎾ	ji³sdv²na	crayfish
ced	ᏥᏍᏛᎾ ᎠᏓᏨᏯᏍᎩ	ji³sdv²na ạ²da²jvy⁴sgi	scorpion
ced	ᏥᏍᏆ	ji³sgwa	bird
ced	ᏥᏍᏉᏉ	ji²³sgwo³²gwo	robin
ced	ᏥᏔᎦ	jị²ta²³ga	chicken
ced	ᏥᏔᎦ ᎠᏨᏯ	jị²ta²³ga ạ²chv²ya	rooster
ced	ᏥᏳ	ji²³yu	boat, airplane
ced	ᏥᏳ ᏗᏝᏫᏘᏗᏍᎩ	ji²³yu di²hlạ²wi²tdi⁴sgi	pilot
ced	ᏥᏳᎪᏗ	ji²yu⁴kdi	straight (directional)
ced	ᏦᎩ	jo²gi	upstream
ced	ᏦᎢ	jọ²ɂi	three
ced	ᏦᎢᏁᎢ	jọ²ɂi²ne⁴ɂi	third
ced	ᏦᎢᏁ ᎢᎦ	Jọ²ɂi²nẹ⁴ I²ga	Wednesday
ced	ᏦᎳ	jo²la	tobacco
ced	ᏦᎳᏂ	jo²³lạ²ni	window
ced	-Ꮷ	-ju	question marker (see Gram. I, D)
ced	ᏧᏓᎴᏅᏓ	ju²dạ²le²hnv⁴da	different, various
ced	ᏧᏓᏘᎿᎢ	ju²da²³tị²hnạ²ɂi	chairman, president
ced	ᏧᎦᎾᏮᎢ	ju²³ga³nạ²wv⁴ɂi	south
ced	ᏧᎦᎾᏕᎾ	ju²ganh²de²³na	cabbage
ced	ᏧᎦᏃᏥ	ju²gạ²no¹ji	centipede
ced	ᏧᎬᏩᎶᏗ	ju²gv²³wahl²di	price
ced	ᏧᎬᏩᎶᏗ	ju²gv²wahl²di	wealth
ced	ᏧᏟᎢᎸᏍᏔᏅᎢ	ju²³hlị³ɂị²lv³stạ²nv⁴ɂi	in the past, formerly
ced	ᏧᎿᏦᏍᏗ	ju²hnạ²jo⁴sdi	sour
ced	ᏧᎿᏬ	ju²hnạ²wo	his clothes
ced	ᏧᏴᏢᎢ	ju²³hyv³dlv⁴ɂi	north
ced	ᏧᏣᏲᏍᏗ	ju²jạ²yo⁴sdi	barbed, thorny
ced	ᏧᎧᏅᏍᏕᎾ	ju²kạ²nv¹sde²³na	bull
ced	ᏧᎦᏒᏍᏗ	ju²ksv⁴sdi	smoky
ced	ᏧᎦᏒᏍᏗ	ju²ksv²³sdi	smoke
ced	ᏧᎦᏔᏥᏍᏓᏟ	ju²ktạ²ji³sdạ²hli	copperhead
ced	ᏧᎦᏙᏴᎢᏍᏗ	ju²kto²³yv³ɂị²sdi	blinding (brightness)
ced	ᏧᎳᏍᎩ	ju²la¹sgi	alligator
ced	ᏧᎳᏍᎩ	ju²la¹sgi	1. cast iron,  2. a sort of cast iron pot
ced	ᏧᎵᏨᏯᏍᏗ	ju²lị²chv²³ya¹sdi	brave
ced	ᏧᎵᎡᎾ	ju²lị²ɂe⁴na	deaf
ced	ᏧᎵᏍᏓᎾᎵ	ju²li¹sdạ²na²li	catfish
ced	ᏧᎶᎸᏗ	ju²lohl⁴di	striped
ced	ᏧᎵᏏᏅᏓ	jul²sị²hnv⁴da	nightly
ced	ᏧᎸᏫᏍᏓᏁᎯ	ju²lv²³hwị³sda¹ne⁴hi	worker
ced	ᏧᎾᏓᏍᏚᏗᎢ, ᏗᏓᏍᏚᏗᎢ	ju²nạ²da²sdu¹di⁴ɂi, di²da²sdu¹di⁴ɂi	jail
ced	ᏧᎾᏕᏠᏆᏍᏗᎢ	ju²nạ²de²hloh²gwa¹sdi⁴ɂi	school
ced	ᏧᎾᎵᏍᏓᏴᏗᎢ	ju¹nal¹sdayh¹di⁴ɂi	restaurant, cafe
ced	ᏧᏅᎩᎶᏍᏗ	Junh²gi²lo⁴sdi	Friday
ced	ᏧᏂᏢᎩᎢ	ju²ni²dlv¹gi⁴ɂi	hospital
ced	ᏧᏂᏒᏍᏗᎢ	ju²ni²sv²sdi⁴ɂi	hotel, motel
ced	ᏧᏒᎯᏓ	ju²sv²³hị²da	days
ced	ᏧᏪᏅᏒᎢ	jụ²we³nv¹sv⁴ɂi	his home
ced	-Ꮸ, -ᏨᎢ	-jv, -jvɂi	adj .suf. extremely, exceptionally (see Gram. III, B)
ced	ᏨᏌ	jv²³sa	yourself (see Gram. III, B)
ced	ᏨᏍᎩᏃ	jv²sgi²no	hell
ced	ᎧᎦᎵ	Ka²gạɂ²li	February
ced	ᎧᏫ	ka²³hwi	coffee
ced	ᎧᎵᎢ	kạ²li⁴ɂi	full
ced	ᎧᎶᏇᎩᏗ	kạ²lo¹gwe²³kdi	locust tree
ced	ᎧᎶᏇᎩᏗᎢ	Kạ²lo¹gwe²³kdi⁴ɂi	Locust Grove
ced	ᎧᎵᏎᏥ	kal²se²³ji	1. sugar  2. candy
ced	ᎧᎸᎢ	kạɂ²lv⁴ɂi	month
ced	ᎧᎹᎹ	kạ²ma²ma	butterfly
ced	ᎧᎹᎹ	kạ²ma²ma	elephant
ced	ᎧᎾᏥᏍᏕᏥ	kạ²nạ²ji¹sde²³ji	wasp
ced	ᎧᎾᎷᏍᎦ	kạ²nạ²lu²sga	he's ascending an incline
ced	ᎧᎾᎷᏍᎬᎢ	kạ²nạ²lu²sgv⁴ɂi	uphill
ced	ᎧᎾᎸᎢᏍᏗ	kạ²na²³lṿ³ɂị²sdi	anger
ced	ᎧᎾᎸᏍᏗᎭ	kạ²na²³lv³sdị²ha	he's making him angry
ced	ᎧᎾᏁᏍᎩ	kạ²nạɂ²ne²³sgi	spider
ced	ᎧᎾᏌᏛᎢ	kạ²na³²sạɂ²dv⁴ɂi	his toe
ced	ᎧᎾᏍᏕᏟᎭ	kạ²na³²sde²dlị³ha	he's rooting it out
ced	ᎧᎾᏍᏕᏢᏗ	kạ²na¹sdehl²³di	pick
ced	ᎧᎾᏬᎦ	kạ²nạ²wo³²ga	he's cold
ced	ᎧᏁᎦ	kạ²ne³ga	1. he's speaking  2. he's answering
ced	ᎧᏁᏆᏗᎭ	kạ²ne³gwạ²dị³ha	he's prying it
ced	ᎧᏁᏉᎠ	kạ²neh²gwo³ɂa	he's accumulating it, he's increasing it
ced	ᎧᏁᏉᎦ	kạ²neh²gwo³ga	it's accumulating, it's increasing
ced	ᎧᏁᎢᏍᏗᎭ	kạ²ne³ɂị²sdị³ha	he's mentioning it
ced	ᎧᏁᏌᏝ	kạ²ne³sạ²hla	it's contaminated (by visible foreign matter)
ced	ᎧᏁᏌᏢᏍᎦ	kạ²ne³sạ²hlṿ³sga	he's contaminating it (with visible foreign matter)
ced	ᎧᏁᏌᎢ	kạ²ne¹sạ³ɂi	box
ced	ᎧᏁᏍᏓᏝᎲᎢ	kạ²ne²³sda³²hlạ²hv⁴ɂi	nest
ced	ᎧᏁᏍᎦ	kạ²ne¹sga	hay
ced	ᎧᏂᎨᏂ	kạ²nị²ge⁴ni	his knee
ced	ᎧᏂᏢᏍᎦ	kạ²nị²hlṿ³sga	he's collecting from him
ced	ᎧᏂᏈᏌ	kạ²nị²kwsa	rat
ced	ᎧᏃᎨ	kạ²no²ge	1. arm, 2. wing.
ced	ᎧᏃᎨᏂ	kạ²no²ge⁴ni	1. his arm, 2. its wing
ced	ᎧᏃᎮᏓ	kạ²no²he²³da	1. news, 2. gospel
ced	ᎧᏃᎮᎭ	kạ²no²hẹ³ha	he's telling it
ced	ᎧᏃᎯᏯᎭ	kạ²no²³hi³yạ²ɂha	he's omitting him, it
ced	ᎧᏃᎯᏰᎩ	Kạ²no²³hi³ye⁴gi	Passover supper
ced	ᎧᏃᏰᎭ	kạ²no³yẹ²ha	he's fanning him, it
ced	ᎧᎾᏍᏓᏥ	kan²sdạ²ji	sassafras
ced	ᎧᏄᎦᏟ	kạ²nu¹gạ²hli	blackberries
ced	ᎧᏄᎾ	kạ²nu²na	bullfrog
ced	ᎧᏄᏲᎳᏗᎠ	kạ²nu³yo²lạ³dị³ɂa	it's misting
ced	ᎧᏅᏐᎸᏍᏗᎭ	kạ²nv³so²lv²³sdị³ha	he's straining it
ced	ᎧᏅᏑᎸᎢ	kạ²nv³su²lv⁴ɂi	room
ced	ᎧᏅᏫᎠ	kạ²nv²³wị³ɂa	1. he's curing, doctoring him, 2. he's soldering, welding it
ced	ᎧᏬᏂ	Kạ²wo²hni	April
ced	ᎧᏬᎳᏕᎠ	ka²wo²lạ²de³ɂa	he's breathing
ced	ᎧᏬᏄ	kạ²wo²³nu	duck
ced	ᎧᏴᏐᎵ	kạ²yv²so⁴li	his nose
ced	ᎬᏕᎦ	kde³ga	he's parting with him (in death)
ced	ᎬᏗᎭ	kdị³ha	he's using it
ced	ᎬᏜᏗᎭ	kdlạ²dị³ɂha	he's putting out a fire, a light
ced	ᎬᏟᎭ	kdlị³ha	he's sharpening it
ced	ᎬᏠᏍᎦ	kdlo²sga	it (fire, light) is going out
ced	ᎬᏛᎥᏍᎦ	kdv³ɂṿ²sga	He's putting it (flexible object) into a fire
ced		-ke	or (see Gram. I D)
ced	ᎨᎳᏗᏙᎭ	kẹ²lạ³di³do¹ha	He's mingling with a group
ced	ᎨᎵ	ke⁴li	member
ced	ᎨᎻᎵ	ke²³mị³li	camel
ced	ᎩᏢᏍᎦ	kị²hlṿ³sga	he's linking it
ced	ᎩᎳ	kị²la	later
ced	ᎩᎳ	kị²la⁴	1. early in, 2. not long ago
ced	ᎩᎳᏊ	kị²lạ³gwu	pretty soon
ced	ᎩᎳᏊ ᎢᏴᏓ	kị²lạ³gwu ị²yv⁴da	immediately
ced	ᎩᎶ	kị²lo⁴	someone
ced	ᎩᏳᎦ	kị²yu³²ga	chipmunk
ced	ᎬᏣᎬᎥᏍᎦ	kjạ²gṿ³ɂṿ²sga	he's shaking a flexible object
ced	ᎪᏕᏍᎩ, ᎠᎪᏕᏍᎩ	Ko²de⁴sgi, Ạ²ko²de⁴sgi	Spade
ced	ᎪᎦ	ko³ga	crow
