ᎤᎭ	u¹ha	uu1ha
ᏕᏣᏅᏖᏍᏗ	de²jạ²nhte³sdi	dee2ja2nhtee3sdi
ᏙᎩᏚᏅᎢ	do¹gi³du²hnv²³ɂi	doo1gii3duu2hnvv23-i
ᏚᏂᏚᏅᎢ	du¹ni³du²hnv²³ɂi	duu1nii3duu2hnvv23-i
ᏕᎩᏂᏚᏅᎢ	de²gị²ni³du²hnv²³ɂi	dee2gi2nii3duu2hnvv23-i
ᎨᎾᎦᏙᏍᏓ	ge²nạ²ga¹to²³sda	gee2na2gaa1too23sda
ᎨᏓᎦᏙᏍᏓ	ge²dạ²ga¹to²³sda	gee2da2gaa1too23sda
ᏓᎩᏯᎥᎢ	da¹gị²hya³ɂv²³ɂi	daa1gi2hyaa3-vv23-i
ᏓᏂᏍᏗᎩᎠ	da¹ni¹sdi²³gị³ɂa	daa1nii1sdii23gi3-a
ᎨᏣᎦᏙᏍᏓ	ge²jạ²ga¹to²³sda	gee2ja2gaa1too23sda
ᏕᎦᏰᏍᎪᎢ	de²gạ²hye³sgo³ɂi	dee2ga2hyee3sgoo3-i
ᎯᎴᎪᎢ	hị³le¹go³ɂi	hi3lee1goo3-i
ᏗᏍᏓᏚᎩᏍᏗ	dị²sdạ²tu²³gi³²sdi	di2sda2tuu23gii32sdi
ᎦᏚᎦ	gạ²tu²³ga²	ga2tuu23ga2
ᏥᏟᏌ	jị¹hli²³sa²	ji1hlii23sa2
ᎢᎾᏚᎩ	i¹nạ²tu²³gi	ii1na2tuu23gi
ᏥᏯᎧᎲᎢ	ji²ya²kạ²hv²³ɂi	jii2yaa2ka2hvv23-i
ᎢᏓᏚᎩ	i¹dạ²tu²³gi	ii1da2tuu23gi
ᏣᎾᎠ	jạ²nạ³ɂa	ja2na3-a
ᎯᏯᎧᎮᏍᏗ	hi²ya²kạ²he³sdi	hii2yaa2ka2hee3sdi
ᎢᎩᎾᎠ	i¹gi²nạ³ɂa	ii1gii2na3-a
ᎠᏥᎧᎮᏍᏗ	a¹jị²kạ²he³sdi	aa1ji2ka2hee3sdi
ᏣᎪᏩᏘᏍᎪᎢ	jạ²gowh²ti²³sgọ³ɂi	ja2gowh2tii23sgo3-i
ᎥᎩᎧᎮᏍᏗ	v¹gị²kạ²he³sdi	vv1gi2ka2hee3sdi
ᏕᎨᏣᎧᎮᏍᏗ	de²ge²jạ²kạ²he³sdi	dee2gee2ja2ka2hee3sdi
ᎢᏨᏯᎦᏙᏍᏗ	i¹jv²yạ²ga¹to²³sdi	ii1jvv2ya2gaa1too23sdi
ᎢᏍᎩᏯᎦᏙᏍᏗ	i¹sgi²yạ²ga¹to²³sdi	ii1sgii2ya2gaa1too23sdi
ᏍᏓᏓᏙᎵᏨᎢ	sdạ²da²dohl²jv²³ɂi	sdaa2daa2dohl2jvv23-i
ᎣᏦᎵᏍᏗ	o¹jo²li³sdi	oo1joo2lii3sdi
ᎣᏍᏙᎵᏍᏗ	o¹sdo²li³sdi	oo1sdoo2lii3sdi
ᎩᏃᎵᏍᏗ	gị²no²hlị³sdi	gi2noo2hli3sdi
ᎠᎩᎧᎭ	a¹gị²kạ³ha	aa1gi2ka3ha
ᏭᏚᎳ	wu²du²³la	wuu2duu23la
ᏕᏥᎪᎲᎢ	de³ji²go²hv²³ɂi	dee3jii2goo2hvv23-i
ᏕᏍᏗᎪᎲᎢ	de²sdi²go²hv²³ɂi	dee2sdii2goo2hvv23-i
ᎦᎯᏥ	gạ²hi²ji	ga2hii2ji
ᏕᏣᏅᏙɂᎢ	de²jạ²nhto³ɂi	dee2ja2nhtoo3-i
ᏕᎯᏚᎲᏍᎪᎢ	de²hị³du²hṿ²sgo³ɂi	dee2hi3duu2hv2sgoo3-i
ᏕᏥᏚᎲᏍᎪᎢ	de²jị³du²hṿ²sgo³ɂi	dee2ji3duu2hv2sgoo3-i
ᏓᎩᏚᏅᎢ	da¹gị³du²hnv²³ɂi	daa1gi3duu2hnvv23-i
ᎨᏍᏓᎦᏙᏍᏓ	ge²sdạ²ga¹to²³sda	gee2sda2gaa1too23sda
ᏕᎦᏟᏏᎭ	de²gạ³hli²sị³ha	dee2ga3hlii2si3ha
ᏓᏂᎭᏗᏔ	da¹na²di²³ta²	daa1naa2dii23ta2
ᏗᏍᏗᏍᏗᎩᏍᏗ	dị²sdi²sdi²³gi³²sdi	di2sdii2sdii23gii32sdi
ᎦᏯᎦ	gạ²hyạ²ga²	ga2hya2ga2
ᎤᎥᏰᏍᏗ	u¹jv²³ye³²sdi	uu1jvv23yee32sdi
ᏣᏁᎭ	jạ²nẹ³ha	ja2ne3ha
ᎯᏯᎧᎲᎢ	hi²ya²kạ²hv²³ɂi	hii2yaa2ka2hvv23-i
ᎢᎩᏁᎭ	i¹gi²nẹ³ha	ii1gii2ne3ha
ᎠᏥᎧᎲᎢ	a¹jị²kạ²hv²³ɂi	aa1ji2ka2hvv23-i
ᎠᎩᎮᏍᏗ	a¹gị²he³sdi	aa1gi2hee3sdi
ᏕᎨᏣᎧᎲᎢ	de²ge²jạ²kạ²hv²³ɂi	dee2gee2ja2ka2hvv23-i
ᏥᏯᎦᏙᏍᏗ	ji²yạ²ga¹to²³sdi	jii2ya2gaa1too23sdi
ᏚᏃᎵᏨᎢ	du¹nohl²jv²³ɂi	duu1nohl2jvv23-i
ᏍᏓᏓᎦᏙᏍᏓ	sdạ²dạ²kto²³sda	sdaa2da2ktoo23sda
ᏫᎪᎵᎩ	wị²go²li¹gi	wi2goo2lii1gi
ᎰᎵᎪᎢ	hohl²go³ɂi	hohl2goo3-i
ᎤᏃᎵᏍᏗ	u¹no²hlị³sdi	uu1noo2hli3sdi
ᎢᏨᏯᏚᎵᎭ	i¹jv²yạ²du²lị³ha	ii1jvv2ya2duu2li3ha
ᎢᏍᎩᏯᏚᎵᎭ	i¹sgi²yạ²du²lị³ha	ii1sgii2ya2duu2li3ha
ᎢᏂᎪᏩᏔ	i¹ni²go¹wah²ta	ii1nii2goo1wah2ta
ᎢᏗᎪᏩᏔ	i¹di²go¹wah²ta	ii1dii2goo1wah2ta
ᏕᏥᎪᏩᏔ	de³ji²go¹wah²ta²	dee3jii2goo1wah2ta2
ᏕᏍᏗᎪᏩᏔ	de²sdi²go¹wah²ta²	dee2sdii2goo1wah2ta2
ᎬᏙᏓ	gv²do²da	gvv2doo2da
ᏕᎩᎾᎡᏍᏗ	de³gi²nạ³e³sdi	dee3gii2na3ee3sdi
ᏓᏆᏅᏖᏍᏗ	da¹gwạ²nhte³sdi	daa1gwa2nhtee3sdi
ᏕᏗᏟᏏᏍᎪᎢ	de³di³hli²si²³sgọ³ɂi	dee3dii3hlii2sii23sgo3-i
ᏙᎩᎾᎡᏍᏗ	do¹gi²nạ³e³sdi	doo1gii2na3ee3sdi
ᏕᎩᏂᎾᎡᏍᏗ	de²gị²ni²nạ³e³sdi	dee2gi2nii2na3ee3sdi
ᏕᎯᏟᏏᏍᎪᎢ	de²hị³hli²si²³sgọ³ɂi	dee2hi3hlii2sii23sgo3-i
ᎨᏣᎦᏙᏍᏓ	ge³jạ²ga¹to²³sda²	gee3ja2gaa1too23sda2
ᏙᎩᏂᎾᎡᏍᏗ	do¹gị²ni²nạ³e³sdi	doo1gi2nii2na3ee3sdi
ᏕᏥᏟᏏᏍᎪᎢ	de²jị³hli²si²³sgọ³ɂi	dee2ji3hlii2sii23sgo3-i
ᎪᏣᎦᏙᏍᏓ	go²jạ²ga¹to²³sda²	goo2ja2gaa1too23sda2
ᎪᏍᏓᎦᏙᏍᏓ	go²sdạ²ga¹to²³sda²	goo2sda2gaa1too23sda2
ᏍᏛᏯᎦᏙᏍᏓ	sdv²yạ²ga¹to²³sda²	sdvv2ya2gaa1too23sda2
ᏕᎦᏚᎲᏍᎦ	de²gạ³du²hṿ³sga	dee2ga3duu2hv3sga
ᏫᏥᎷᎦ	wị²jị²lu¹ga	wi2ji2luu1ga
ᏍᏓᏗᎭ	sdạ²dị²ha	sda2di2ha
ᏕᏥᎾᎣᎢ	de³ji²nạ³o³ɂi	dee3jii2na3oo3-i
ᏕᏍᏗᎾᎣᎢ	de²sdi²nạ³o³ɂi	dee2sdii2na3oo3-i
ᎢᏂᏍᏗᎦ	i¹ni²sdi²³ga	ii1nii2sdii23ga
ᎭᏚᎦ	hạ²tu²³ga²	ha2tuu23ga2
ᎢᏗᏍᏗᎦ	i¹di²sdi²³ga	ii1dii2sdii23ga
ᎢᎩᏰᏍᏗ	i¹gi²hye¹sdi	ii1gii2hyee1sdi
ᎣᎩᏰᏍᏗ	o¹gi²hye¹sdi	oo1gii2hyee1sdi
ᎣᎩᏂᏰᏍᏗ	o¹gị²ni²hye¹sdi	oo1gi2nii2hyee1sdi
ᎠᎩᎲᎢ	a¹gị²hv²³ɂi	aa1gi2hvv23-i
ᎦᏚᎲᎦ	gạ¹du²hv¹ga²	ga1duu2hvv1ga2
ᎯᏯᎦᏙᏍᏗ	hi²yạ²ga¹to²³sdi	hii2ya2gaa1too23sdi
ᏕᏨᏯᎧᎮᏍᏗ	de³jv²ya²kạ²he³sdi	dee3jvv2yaa2ka2hee3sdi
ᏕᏍᎩᏯᎧᎮᏍᏗ	de³sgi²ya²kạ²he³sdi	dee3sgii2yaa2ka2hee3sdi
ᎣᏦᎵᎦ	o¹johl²ga²	oo1johl2ga2
ᎣᏍᏙᎵᎦ	o¹sdohl²ga²	oo1sdohl2ga2
ᏕᎨᏂᎧᎰᎢ	de²ge²ni²kạ²ho³ɂi	dee2gee2nii2ka2hoo3-i
ᏕᎨᏗᎧᎰᎢ	de²ge²di²kạ²ho³ɂi	dee2gee2dii2ka2hoo3-i
ᏕᎨᏥᎧᎰᎢ	de²ge²ji²kạ²ho³ɂi	dee2gee2jii2ka2hoo3-i
ᏕᏍᏓᏓᎧᎰᎢ	de²sdạ²da²kạ²ho³ɂi	dee2sdaa2daa2ka2hoo3-i
ᏥᏯᏚᎵᎭ	ji²yạ²du²lị³ha	jii2ya2duu2li3ha
ᏣᏚᎳ	jạ²du²³la	ja2duu23la
ᎤᎪᎲᎢ	u¹go²hv²³ɂi	uu1goo2hvv23-i
ᎯᏙᏓ	hi²do²da	hii2doo2da
ᏚᏍᏗᎬᎢ	du¹sdi³gv²³ɂi	duu1sdii3gvv23-i
ᏕᎭᏚᎩᏍᎪᎢ	de²ha¹tu²³gi³²sgo³ɂi	dee2haa1tuu23gii32sgoo3-i
ᏕᎦᏚᎩᏍᎪᎢ	de²gạɂ²du²³gi³²sgo³ɂi	dee2ga-2duu23gii32sgoo3-i
ᏓᏆᏅᏙɂᎢ	da¹gwạ²nhto³ɂi	daa1gwa2nhtoo3-i
ᎨᏣᎦᏙᏍᏙᏗ	ge³jạ²ga¹to²³sdoh³di	gee3ja2gaa1too23sdoh3di
ᏕᎾᏚᎩᏍᎪᎢ	de³na¹tu²³gi³²sgo³ɂi	dee3naa1tuu23gii32sgoo3-i
ᏙᎩᎾᎥᎢ	do¹gi²nạ³v²³ɂi	doo1gii2na3vv23-i
ᎪᏣᎦᏙᏍᏙᏗ	go²jạ²ga¹to²³sdoh³di	goo2ja2gaa1too23sdoh3di
ᏕᎩᏂᎾᎥᎢ	de²gị²ni²nạ³v²³ɂi	dee2gi2nii2na3vv23-i
ᎪᏍᏓᎦᏙᏍᏙᏗ	go²sdạ²ga¹to²³sdoh³di	goo2sda2gaa1too23sdoh3di
ᏙᎩᏂᎾᎥᎢ	do¹gị²ni²nạ³v²³ɂi	doo1gi2nii2na3vv23-i
ᏍᏛᏯᎦᏙᏍᏙᏗ	sdv²yạ²ga¹to²³sdoh³di	sdvv2ya2gaa1too23sdoh3di
ᏙᏍᏓᏚᎩᏍᎪᎢ	do¹sda¹tu²³gi³²sgo³ɂi	doo1sdaa1tuu23gii32sgoo3-i
ᏕᏣᏯᎥᎢ	de²jạ²hya³ɂv²³ɂi	dee2ja2hyaa3-vv23-i
ᎠᎩᎸᏍᏗ	a¹gị²lv¹sdi	aa1gi2lvv1sdi
ᏕᏥᏁᎮᏍᏗ	de³ji²ne²he³sdi	dee3jii2nee2hee3sdi
ᎡᎾᎦᏙᏍᏓ	e¹nạ²ga¹to²³sda	ee1na2gaa1too23sda
ᎡᏓᎦᏙᏍᏓ	e¹dạ²ga¹to²³sda	ee1da2gaa1too23sda
ᎤᎾᎣᎢ	u¹nạ³o³ɂi	uu1na3oo3-i
ᎡᏣᎦᏙᏍᏓ	e¹jạ²ga¹to²³sda	ee1ja2gaa1too23sda
ᎦᏟᏌ	gạ¹hli²³sa²	ga1hlii23sa2
ᎡᏍᏓᎦᏙᏍᏓ	e¹sdạ²ga¹to²³sda	ee1sda2gaa1too23sda
ᎡᎩᎾᎦᏙᏍᏓ	e¹gị²nạ²ga¹to²³sda	ee1gi2na2gaa1too23sda
ᏣᏰᏍᏗ	jạ²hye¹sdi	ja2hyee1sdi
ᎬᏆᏚᎸᎲᎢ	gv²gwạ²du²lv²hv²³ɂi	gvv2gwa2duu2lvv2hvv23-i
ᎡᏣᎦᏙᏍᏗᏍᎪᎢ	e¹ja¹kto²³sdi³sgo³ɂi	ee1jaa1ktoo23sdii3sgoo3-i
ᎦᎦᏙᏍᏗ	gạ²ga¹to²³sdi	ga2gaa1too23sdi
ᎢᏣᏓᏙᎵᏨᎢ	i¹jạ²da²dohl²jv²³ɂi	ii1ja2daa2dohl2jvv23-i
ᎢᎪᎵᏍᏗ	i¹go²hlị³sdi	ii1goo2hli3sdi
ᏕᎨᏍᏗᎧᎰᎢ	de²ge²sdi²kạ²ho³ɂi	dee2gee2sdii2ka2hoo3-i
ᎯᏯᏚᎵᎭ	hi²yạ²du²lị³ha	hii2ya2duu2li3ha
ᏫᏥᏯᏚᎳ	wị²ji²yạ²du²³la	wi2jii2ya2duu23la
ᎯᎪᏩᏔ	hị²go¹wah²ta	hi2goo1wah2ta
ᏍᎩᏥ	sgị²ji	sgi2ji
ᏕᏂᏍᏗᎩᏍᎪᎢ	de³ni¹sdi²³gi³²sgo³ɂi	dee3nii1sdii23gii32sgoo3-i
ᏕᎩᏍᏗᎬᎢ	de³gi¹sdi³gv²³ɂi	dee3gii1sdii3gvv23-i
ᏕᏗᏍᏗᎩᏍᎪᎢ	de³di¹sdi²³gi³²sgo³ɂi	dee3dii1sdii23gii32sgoo3-i
ᏙᎩᏍᏗᎬᎢ	do¹gi¹sdi³gv²³ɂi	doo1gii1sdii3gvv23-i
ᏚᏅᏖᏍᏗ	du²nhte³sdi	duu2nhtee3sdi
ᏙᏥᏍᏗᎩᏍᎪᎢ	do¹ji¹sdi²³gi³²sgo³ɂi	doo1jii1sdii23gii32sgoo3-i
ᏕᎩᏂᏍᏗᎬᎢ	de²gị²ni¹sdi³gv²³ɂi	dee2gi2nii1sdii3gvv23-i
ᏙᏍᏗᏍᏗᎩᏍᎪᎢ	do¹sdi¹sdi²³gi³²sgo³ɂi	doo1sdii1sdii23gii32sgoo3-i
ᏙᎩᏂᏍᏗᎬᎢ	do¹gị²ni¹sdi³gv²³ɂi	doo1gi2nii1sdii3gvv23-i
ᎨᎾᎦᏙᏍᏙᏗ	ge²nạ²ga¹to²³sdoh³di	gee2na2gaa1too23sdoh3di
ᏕᏣᏚᏅᎢ	de²jạ³du²hnv²³ɂi	dee2ja3duu2hnvv23-i
ᎨᏓᎦᏙᏍᏙᏗ	ge²dạ²ga¹to²³sdoh³di	gee2da2gaa1too23sdoh3di
ᏍᏕᏅᏍᏗ	sde²nv¹sdi	sdee2nvv1sdi
ᎨᏣᎦᏙᏍᏙᏗ	ge²jạ²ga¹to²³sdoh³di	gee2ja2gaa1too23sdoh3di
ᎦᏗᏔᏍᎦ	ga¹di²tạ³sga	gaa1dii2ta3sga
ᎤᏁᎮᏍᏗ	u¹ne²he³sdi	uu1nee2hee3sdi
ᏣᏁᎰᎢ	jạ²ne²ho³ɂi	ja2nee2hoo3-i
ᎬᏯᎦᏙᏍᏓ	gv²yạ²ga¹to²³sda²	gvv2ya2gaa1too23sda2
ᎯᏍᏗᎦ	hị²sdi²³ga	hi2sdii23ga
ᏥᏯᎦᏙᏍᏓ	ji²yạ²ga¹to²³sda²	jii2ya2gaa1too23sda2
ᎦᏥᏯᎦᏙᏍᏓ	gạ²ji²yạ²ga¹to²³sda²	ga2jii2ya2gaa1too23sda2
ᎯᏯᎦᏙᏍᏓ	hi²yạ²ga¹to²³sda	hii2ya2gaa1too23sda
ᏫᏨᏯᎦᏙᏍᏓ	wi¹jv²yạ²ga¹to²³sda	wii1jvv2ya2gaa1too23sda
ᎡᏣᎦᏙᏍᏔᏅᎢ	e¹ja¹kto²³stạ³nv²³ɂi	ee1jaa1ktoo23sta3nvv23-i
ᎢᏍᎩᏯᎦᏙᏍᏓ	i¹sgi²yạ²ga¹to²³sda	ii1sgii2ya2gaa1too23sda
ᎠᎩᎾᎠ	a¹gị²nạ³ɂa	aa1gi2na3-a
ᎦᎯᏯᎦᏙᏍᏓ	gạ²hi²yạ²ga¹to²³sda	ga2hii2ya2gaa1too23sda
ᏍᏛᏯᏚᎸᎲᎢ	sdv²yạ²du²lv²hv²³ɂi	sdvv2ya2duu2lvv2hvv23-i
ᎢᏣᏓᎦᏙᏍᏓ	i¹jạ²dạ²kto²³sda	ii1ja2da2ktoo23sda
ᏩᎪᏩᏔ	wạ²go¹wah²ta	wa2goo1wah2ta
ᏥᏙᏓ	ji²do²da	jii2doo2da
ᏥᎠᏗᎠ	jị²ga¹tạ²ha	ji2gaa1ta2ha
ᏚᏅᏙɂᎢ	du²nhto³ɂi	duu2nhtoo3-i
ᏚᏂᏍᏗᎬᎢ	du¹ni¹sdi³gv²³ɂi	duu1nii1sdii3gvv23-i
ᏕᎯᏍᏗᎩᏍᎪᎢ	de²hị¹sdi²³gi³²sgo³ɂi	dee2hi1sdii23gii32sgoo3-i
ᏓᎩᎾᎡᏍᏗ	da¹gị²nạ³e³sdi	daa1gi2na3ee3sdi
ᏕᏥᏍᏗᎩᏍᎪᎢ	de²jị¹sdi²³gi³²sgo³ɂi	dee2ji1sdii23gii32sgoo3-i
ᏕᎦᏅᏔ	de³gạ²nhta	dee3ga2nhta
ᏕᏣᎾᎡᏍᏗ	de²jạ²nạ³e³sdi	dee2ja2na3ee3sdi
ᏕᏥᏍᏗᎦ	de³ji²sdi²³ga²	dee3jii2sdii23ga2
ᏕᏍᏗᏍᏗᎦ	de²sdi²sdi²³ga²	dee2sdii2sdii23ga2
ᎬᏯᎦᏙᏍᏙᏗ	gv²yạ²ga¹to²³sdoh³di	gvv2ya2gaa1too23sdoh3di
ᎤᏁᎲᎢ	u¹ne²hv²³ɂi	uu1nee2hvv23-i
ᏥᏯᎦᏙᏍᏙᏗ	ji²yạ²ga¹to²³sdoh³di	jii2ya2gaa1too23sdoh3di
ᎦᏥᏯᎦᏙᏍᏙᏗ	gạ²ji²yạ²ga¹to²³sdoh³di	ga2jii2ya2gaa1too23sdoh3di
ᏩᏍᏗᎦ	wạ²sdi²³ga	wa2sdii23ga
ᎯᏯᎦ	hị²hyạ²ga²	hi2hya2ga2
ᎡᏣᎪᏩᏘᏍᎪᎢ	e¹jạ²gowh²ti²³sgọ³ɂi	ee1ja2gowh2tii23sgo3-i
ᎨᏣᎦᏙᏍᏔᏅᎢ	ge²ja¹kto²³stạ³nv²³ɂi	gee2jaa1ktoo23sta3nvv23-i
ᎠᎩᏁᎭ	a¹gị²nẹ³ha	aa1gi2ne3ha
ᎯᏯᎦᏙᏍᏓ	hi²yạ²ga¹to²³sda²	hii2ya2gaa1too23sda2
ᏙᎦᏚᎸᎲᎢ	do¹gạ²du²lv²hv²³ɂi	doo1ga2duu2lvv2hvv23-i
ᏕᎨᎩᎧᎮᏍᏗ	de²ge²gi²kạ²he³sdi	dee2gee2gii2ka2hee3sdi
ᏕᎩᎾᏚᎸᎲᎢ	de²gị²nạ²du²lv²hv²³ɂi	dee2gi2na2duu2lvv2hvv23-i
ᏙᎩᎾᏚᎸᎲᎢ	do¹gị²nạ²du²lv²hv²³ɂi	doo1gi2na2duu2lvv2hvv23-i
ᏕᏍᏛᏯᎧᎮᏍᏗ	de²sdv²ya²kạ²he³sdi	dee2sdvv2yaa2ka2hee3sdi
ᏕᎪᎩᏂᎧᎮᏍᏗ	de²go²gị²ni²kạ²he³sdi	dee2goo2gi2nii2ka2hee3sdi
ᏣᏚᎳ	jạ²du²³la²	ja2duu23la2
ᎠᎵᎢ	a²lị²ɂi	aa2li2-i
ᏕᎩᏟᏌᏅᎢ	de³gi³hli²sạ²hnv²³ɂi	dee3gii3hlii2sa2hnvv23-i
ᏙᎩᏟᏌᏅᎢ	do¹gi³hli²sạ²hnv²³ɂi	doo1gii3hlii2sa2hnvv23-i
ᏕᎩᏂᏟᏌᏅᎢ	de²gị²ni³hli²sạ²hnv²³ɂi	dee2gi2nii3hlii2sa2hnvv23-i
ᏙᎩᏂᏟᏌᏅᎢ	do¹gị²ni³hli²sạ²hnv²³ɂi	doo1gi2nii3hlii2sa2hnvv23-i
ᏓᎩᎾᎥᎢ	da¹gị²nạ³v²³ɂi	daa1gi2na3vv23-i
ᏕᏥᏯᎥᎢ	de³ji²hya³ɂv²³ɂi	dee3jii2hyaa3-vv23-i
ᏕᎦᏚᎲᏍᎪᎢ	de²gạ³du²hṿ²sgo³ɂi	dee2ga3duu2hv2sgoo3-i
ᏗᎩᏂᏁᏗ	dị²gị²ni²neh²di	di2gi2nii2neh2di
ᏕᏍᏗᏯᎥᎢ	de²sdi²hya³ɂv²³ɂi	dee2sdii2hyaa3-vv23-i
ᏫᎦᎷᎦ	wị²gạ²lu¹ga	wi2ga2luu1ga
ᎢᏣᏘᏗ	i¹jạt²di	ii1jat2di
ᎠᎩᏰᏍᏗ	a¹gị²hye¹sdi	aa1gi2hyee1sdi
ᎯᏯᎦᏙᏍᏙᏗ	hi²yạ²ga¹to²³sdoh³di	hii2ya2gaa1too23sdoh3di
ᏕᏂᎪᏩᏘᏍᎪᎢ	de³ni²gowh²ti²³sgọ³ɂi	dee3nii2gowh2tii23sgo3-i
ᏍᏗᎮᏍᏗ	sdi²he³sdi	sdii2hee3sdi
ᏕᏗᎪᏩᏘᏍᎪᎢ	de³di²gowh²ti²³sgọ³ɂi	dee3dii2gowh2tii23sgo3-i
ᏙᏥᎪᏩᏘᏍᎪᎢ	do¹ji²gowh²ti²³sgọ³ɂi	doo1jii2gowh2tii23sgo3-i
ᎨᏣᎪᏩᏘᏍᎪᎢ	ge²jạ²gowh²ti²³sgọ³ɂi	gee2ja2gowh2tii23sgo3-i
ᏕᎯᎪᏩᏘᏍᎪᎢ	de²hị²gowh²ti²³sgọ³ɂi	dee2hi2gowh2tii23sgo3-i
ᏕᏥᎪᏩᏘᏍᎪᎢ	de²jị²gowh²ti²³sgọ³ɂi	dee2ji2gowh2tii23sgo3-i
ᏙᏍᏗᎪᏩᏘᏍᎪᎢ	do¹sdi²gowh²ti²³sgọ³ɂi	doo1sdii2gowh2tii23sgo3-i
ᎯᏚᎲᎦ	hị¹du²hv¹ga	hi1duu2hvv1ga
ᎬᏯᏚᎸᎲᎢ	gv²yạ²du²lv²hv²³ɂi	gvv2ya2duu2lvv2hvv23-i
ᏕᏍᏛᏯᎧᎲᎢ	de²sdv²ya²kạ²hv²³ɂi	dee2sdvv2yaa2ka2hvv23-i
ᏚᎾᏚᎸᎲᎢ	du¹nạ²du²lv²hv²³ɂi	duu1na2duu2lvv2hvv23-i
ᏥᏯᏚᎸᎲᎢ	ji²yạ²du²lv²hv²³ɂi	jii2ya2duu2lvv2hvv23-i
ᎦᏥᏯᏚᎸᎲᎢ	gạ²ji²yạ²du²lv²hv²³ɂi	ga2jii2ya2duu2lvv2hvv23-i
ᏕᎨᏂᎧᎮᏍᏗ	de²ge²ni²kạ²he³sdi	dee2gee2nii2ka2hee3sdi
ᏕᎨᏗᎧᎮᏍᏗ	de²ge²di²kạ²he³sdi	dee2gee2dii2ka2hee3sdi
ᏕᎨᏥᎧᎮᏍᏗ	de²ge²ji²kạ²he³sdi	dee2gee2jii2ka2hee3sdi
ᏕᏍᏓᏓᎧᎮᏍᏗ	de²sdạ²da²kạ²he³sdi	dee2sdaa2daa2ka2hee3sdi
ᎤᏩᎧᎭ	u¹wa²kạ³ha	uu1waa2ka3ha
ᏣᏚᎸᏗ	jạ²duhl²di	ja2duhl2di
ᏥᎪᏩᏔ	jị²go¹wah²ta²	ji2goo1wah2ta2
ᎢᏍᎩᏥ	i¹sgi²ji	ii1sgii2ji
ᏤᏅᏒᎢ	je²nv³sv²³ɂi	jee2nvv3svv23-i
ᏕᏣᏅᏛɂᎢ	de²jạ²nhtv²³ɂi	dee2ja2nhtvv23-i
ᏕᎫᏗᏔᎲᎢ	de³gu¹di²tạ²hv²³ɂi	dee3guu1dii2ta2hvv23-i
ᏙᎫᏗᏔᎲᎢ	do¹gu¹di²tạ²hv²³ɂi	doo1guu1dii2ta2hvv23-i
ᏕᎩᏄᏗᏔᎲᎢ	de²gị²nu¹di²tạ²hv²³ɂi	dee2gi2nuu1dii2ta2hvv23-i
ᏙᎩᏄᏗᏔᎲᎢ	do¹gị²nu¹di²tạ²hv²³ɂi	doo1gi2nuu1dii2ta2hvv23-i
ᏓᎩᏍᏗᎬᎢ	da¹gị¹sdi³gv²³ɂi	daa1gi1sdii3gvv23-i
ᏕᏥᏰᏍᎪᎢ	de³ji²hye³sgo³ɂi	dee3jii2hyee3sgoo3-i
ᏕᎦᏟᏏᏍᎪᎢ	de²gạ³hli²si²³sgọ³ɂi	dee2ga3hlii2sii23sgo3-i
ᎢᏤᏅᏍᏗ	i¹je²nv¹sdi	ii1jee2nvv1sdi
ᏥᏍᏗᎦ	jị²sdi²³ga²	ji2sdii23ga2
ᎠᏆᏤᎵᎢ	a¹gwạ²je²li⁴ɂi	aa1gwaa2jee2lii4-i
ᎨᎦᏚᎵᏍᎪᎢ	ge²gạ²du²li²³sgọ³ɂi	gee2ga2duu2lii23sgo3-i
ᎨᏣᏚᎵᏍᎪᎢ	ge³jạ²du²li²³sgọ³ɂi	gee3ja2duu2lii23sgo3-i
ᎤᏩᏰᏍᏗ	u¹wa²hye¹sdi	uu1waa2hyee1sdi
ᏍᏗᎲᎢ	sdi²hv²³ɂi	sdii2hvv23-i
ᎨᎩᎾᏚᎵᏍᎪᎢ	ge²gị²nạ²du²li²³sgọ³ɂi	gee2gi2na2duu2lii23sgo3-i
ᎨᏍᏓᎦᏙᏍᏙᏗ	ge²sdạ²ga¹to²³sdoh³di	gee2sda2gaa1too23sdoh3di
ᎪᎩᎾᏚᎵᏍᎪᎢ	go²gị²nạ²du²li²³sgọ³ɂi	goo2gi2na2duu2lii23sgo3-i
ᏥᎪᏩᏘᏍᎪᎢ	ji²gowh²ti²³sgọ³ɂi	jii2gowh2tii23sgo3-i
ᎯᏚᎲᎦ	hị¹du²hv¹ga²	hi1duu2hvv1ga2
ᏫᎪᎵᎩ	wị²gohl²gi	wi2gohl2gi
ᎯᏯᏚᎸᎲᎢ	hi²yạ²du²lv²hv²³ɂi	hii2ya2duu2lvv2hvv23-i
ᎦᎯᏯᏚᎸᎲᎢ	gạ²hi²yạ²du²lv²hv²³ɂi	ga2hii2ya2duu2lvv2hvv23-i
ᎦᏥᏥ	gạ²ji²ji	ga2jii2ji
ᏥᏰᏍᎪᎢ	jị²ye³sgo³ɂi	ji2yee3sgoo3-i
ᏓᏆᏅᏛɂᎢ	da¹gwạ²nhtv²³ɂi	daa1gwa2nhtvv23-i
ᏚᏄᏗᏔᎲᎢ	du¹nu¹di²tạ²hv²³ɂi	duu1nuu1dii2ta2hvv23-i
ᏕᏣᏍᏗᎬᎢ	de²jạ¹sdi³gv²³ɂi	dee2ja1sdii3gvv23-i
