ID|PSET|ALT_PRONOUNCE|PRONOUN|VERB|GENDER|SYLLABARY|PRONOUNCE|ENGLISH|INTRO NOTE|END NOTE|APP_FILE
884|||Ꭰ¹Ꮖ̣²Ꮣ²[Ꮣ͓]-|Ꭰ̣²Ꮪ²Ꮅ²³ᏍᎪ̣³Ꭲ||ᎠᏆᏓᏚᎵᏍᎪᎢ|à:gwadadu:lǐ:sgóɂi|I am usually wanting myself|||aa1gwaa2da2duu2lii23sgo3-i
885|||Ꮥ²ᏍᏗ²-|ɂᎧ̣³Ꭽ||ᏕᏍᏗᎧᎭ|de:sdi:káha|You both have living things|||dee2sdii2ka3ha
886|||Ꭸ²Ꮳ̣²-, Ꭸ²Ꮳ̣²-|Ꭰ̣²Ꭶ͓Ꮩ²³ᏍᏓ²||ᎨᏣᎦᏙᏍᏓ|ge:jaktǒ:sdā|They recently looked at you (1)|||gee2ja2ktoo23sda2
887|||Ꭰ¹Ꭹ̣²-, Ꭰ¹Ꮖ͓-|ɂ¹ᏘᏗ||ᎠᎩᏘᏗ|à:gìtdi|For me to bake something|||aa1gi1tdi
888|||Ꭸ²Ꭹ²-|Ꭰ̣²Ꮪ²Ꮈ²Ꮂ²³Ꭲ||ᎨᎦᏚᎸᎲᎢ|ge:gadu:lv:hv̌:ɂi|They wanted all of us a while ago; They were wanted a while ago|||gee2ga2duu2lvv2hvv23-i
889|||ᏍᏓ̣²Ꮣ²[Ꮣ͓]-|ᎣᎵ͓²Ꭺ³Ꭲ||ᏍᏓᏓᏙᎵᎪᎢ|sdada:dohlgó:ɂi|You both usually recognize yourselves|||sdaa2daa2dohl2goo3-i
890|||Ꭲ¹Ꮳ̣²Ꮣ²[Ꮣ͓]-|ᎣᎵ͓²Ꭺ³Ꭲ||ᎢᏣᏓᏙᎵᎪᎢ|ì:jada:dohlgó:ɂi|You all usually recognize yourselves|||ii1ja2daa2dohl2goo3-i
891|||Ꮧ̣²Ꮳ̣²-|ᎪᏩ͓²Ꮫ³Ꮧ||ᏗᏣᎪᏩᏛᏗ|dijagowhtv́hdi|For you (1) to see them (inanimate)|||di2ja2gowh2tvh3di
892|||Ꮧ̣¹Ꭹ̣²-, Ꮧ̣¹Ꮖ͓-|ᎪᏩ͓²Ꮫ³Ꮧ||ᏗᎩᎪᏩᏛᏗ|dìgigowhtv́hdi|For me to see them (inanimate)|||di1gi2gowh2tvh3di
893||||Ꭴ²Ꮒ²Ꮵ||ᎤᏂᏥ|u:ni:ji|Their mother|||uu2nii2ji
894|||Ꭴ¹-, Ꭴ¹Ꮹ͓-|Ꮑ²Ꮀ³Ꭲ||ᎤᏁᎰᎢ|ù:ne:hó:ɂi|He usually has a liquid|||uu1nee2hoo3-i
895|||Ꮥ²Ꮵ̣²-, Ꮥ²Ꭶ͓-|Ꭰ¹Ꮧ²Ꮤ̣³ᏍᎦ||ᏕᎦᏗᏔᏍᎦ|de:gà:di:tásga|I am drinking drinks|||dee2gaa1dii2ta3sga
896|||Ꮥ³Ꭹ²-|Ꮑ²Ꮀ³Ꭲ||ᏕᎩᏁᎰᎢ|dé:gi:ne:hó:ɂi|All of us usually have liquid things|||dee3gii2nee2hoo3-i
897|||Ꭰ¹Ꮒ²-|Ꭰ¹Ꮧ̣²Ꭽ||ᎠᎾᏗᎭ|à:nadiha|They are saying|||aa1na2di2ha
898|||Ꮩ¹Ꭹ²-|Ꮑ²Ꮀ³Ꭲ||ᏙᎩᏁᎰᎢ|dò:gi:ne:hó:ɂi|They and I usually have liquid things|||doo1gii2nee2hoo3-i
899|||Ꭲ¹Ꮒ²-|Ꭰ¹Ꮧ̣²Ꭽ||ᎢᎾᏗᎭ|ì:nadiha|You (1) and I are saying|||ii1na2di2ha
900|||Ꮪ¹Ꮒ²-|Ꮑ²Ꮀ³Ꭲ||ᏚᏂᏁᎰᎢ|dù:ni:ne:hó:ɂi|They usually have liquid things|||duu1nii2nee2hoo3-i
901|||Ꭲ¹Ꮧ²-|Ꭰ¹Ꮧ̣²Ꭽ||ᎢᏓᏗᎭ|ì:dadiha|All of us are saying|||ii1da2di2ha
902|||Ꭰ̣²-, Ꭶ̣²-|ɂᎷ¹Ꭶ²||ᎦᎷᎦ|galù:gā|He recently climbed it|||ga2luu1ga2
903|||Ꮣ¹Ꭹ̣²-, Ꮣ¹Ꮖ͓-|Ꮑ²Ꮀ³Ꭲ||ᏓᎩᏁᎰᎢ|dà:gine:hó:ɂi|I usually have liquid things|||daa1gi2nee2hoo3-i
904|||Ꮵ̣²-, Ꭶ͓-|ɂᎴ¹Ꭶ||ᏥᎴᎦ|jílè:ga|I am climbing it|||ji3lee1ga
905|||Ꮥ²Ꮳ̣²-, Ꮥ²Ꮳ̣²-|Ꮑ²Ꮀ³Ꭲ||ᏕᏣᏁᎰᎢ|de:jane:hó:ɂi|You (1) usually have liquid things|||dee2ja2nee2hoo3-i
906|||Ꮧ̣²Ꭹ²-|Ꭴ²Ꮧ²Ꮤ̣²ᏍᏗ||ᏗᎫᏗᏔᏍᏗ|diga:di:tasdi|For all of us to drink drinks|||di2gaa2dii2ta2sdi
907|||Ꮧ̣²Ꮳ̣²-|ᏍᏗ²³Ꭹ³²ᏍᏗ||ᏗᏣᏍᏗᎩᏍᏗ|dijasdǐ:gî:sdi|For you (1) to eat rod shaped things|||di2ja2sdii23gii32sdi
908|||Ꮥ²Ꭹ̣²Ꮒ²-|Ꮑ²Ꮀ³Ꭲ||ᏕᎩᏂᏁᎰᎢ|de:gini:ne:hó:ɂi|You (1) and I usually have liquid things|||dee2gi2nii2nee2hoo3-i
909|||Ꮧ̣²Ꭹ̣²Ꮒ²-|Ꭴ²Ꮧ²Ꮤ̣²ᏍᏗ||ᏗᎩᏄᏗᏔᏍᏗ|digina:di:tasdi|For you (1) and me to drink drinks|||di2gi2naa2dii2ta2sdi
910|||Ꮧ̣¹Ꭹ̣²-, Ꮧ̣¹Ꮖ͓-|ᏍᏗ²³Ꭹ³²ᏍᏗ||ᏗᎩᏍᏗᎩᏍᏗ|dìgisdǐ:gî:sdi|For me to eat rod shaped things|||di1gi2sdii23gii32sdi
911|||Ꭽ̣²Ꮣ²[Ꮣ͓]-|Ꭰ¹Ꭶ͓Ꮩ²³ᏍᏗ³ᏍᎪ³Ꭲ||ᎭᏓᎦᏙᏍᏗᏍᎪᎢ|hadà:ktǒ:sdí:sgó:ɂi|You (1) are often looking at yourself|||haa2daa1ktoo23sdii3sgoo3-i
912|||Ꮩ¹Ꭹ̣²Ꮒ²-|Ꮑ²Ꮀ³Ꭲ||ᏙᎩᏂᏁᎰᎢ|dò:gini:ne:hó:ɂi|He and I usually have liquid things|||doo1gi2nii2nee2hoo3-i
913|||Ꮧ̣²Ꮵ̣²-|Ꭽ̣²Ꮧ²³Ꮤ||ᏗᏥᎭᏗᏔ|dija:dǐ:ta|Let you all drink drinks|||di2jaa2dii23ta
914|||Ꮷ²-, Ꮷ²Ꮹ͓-|ɂ¹Ꮯ²³Ꮠ̣³Ꮧ||ꮷꮹᏟᏐᏗ|ju:wà:hlǐ:sóhdi|For him to gather things|||juu2waa1hlii23soh3di
915|||Ꭰ¹Ꮎ̣²Ꮣ²[Ꮣ͓]-|Ꭰ¹Ꭶ͓Ꮩ²³ᏍᏗ³ᏍᎪ³Ꭲ||ᎠᎾᏓᎦᏙᏍᏗᏍᎪᎢ|à:nadà:ktǒ:sdí:sgó:ɂi|They are often looking at themselves|||aa1naa2daa1ktoo23sdii3sgoo3-i
916|||Ꭲ¹Ꮎ̣²Ꮣ²[Ꮣ͓]-|Ꭰ¹Ꭶ͓Ꮩ²³ᏍᏗ³ᏍᎪ³Ꭲ||ᎢᎾᏓᎦᏙᏍᏗᏍᎪᎢ|ì:nadà:ktǒ:sdí:sgó:ɂi|You (1) and I are often looking at ourselves|||ii1na2daa1ktoo23sdii3sgoo3-i
917|||Ꭲ¹Ꮣ̣²Ꮣ²[Ꮣ͓]-|Ꭰ¹Ꭶ͓Ꮩ²³ᏍᏗ³ᏍᎪ³Ꭲ||ᎢᏓᏓᎦᏙᏍᏗᏍᎪᎢ|ì:dadà:ktǒ:sdí:sgó:ɂi|All of us are often looking at ourselves|||ii1da2daa1ktoo23sdii3sgoo3-i
918|||Ꭱ¹Ꮳ̣²-, Ꭱ¹Ꮳ̣²-|Ꭰ̣²Ꭶ͓Ꮩ²³ᏍᏓ²||ᎡᏣᎦᏙᏍᏓ|è:jaktǒ:sdā|You (1) were recently looked at|||ee1ja2ktoo23sda2
919|||ᏍᏗ²-|Ꮀ³Ꭲ||ᏍᏗᎰᎢ|sdi:hó:ɂi|You both usually have something solid|||sdii2hoo3-i
920|||Ꭲ¹Ꮵ²-|Ꮀ³Ꭲ||ᎢᏥᎰᎢ|ì:ji:hó:ɂi|You all usually have something solid|||ii1jii2hoo3-i
921|||Ꭸ²ᏍᏗ²-|Ꭰ¹Ꭶ¹Ꮩ²³ᏍᏗ*||ᎨᏍᏓᎦᏙᏍᏗ|ge:sdagà:tǒ:sdi|You both are looking at them (animate); They are looking at you both|||gee2sda2gaa1too23sdi
922|||Ꭸ³Ꮵ²-|Ꭰ̣²Ꮪ²Ꮅ̣³Ꭽ||ᎨᏣᏚᎵᎭ|gé:jadu:líha|They are wanting you all|||gee3ja2duu2li3ha
923|||Ꭺ²Ꮵ²-|Ꭰ̣²Ꮪ²Ꮅ̣³Ꭽ||ᎪᏣᏚᎵᎭ|go:jadu:líha|They and I are wanting them (animate)|||goo2ja2duu2li3ha
924|||Ꭺ²ᏍᏗ²-|Ꭰ̣²Ꮪ²Ꮅ̣³Ꭽ||ᎪᏍᏓᏚᎵᎭ|go:sdadu:líha|He and I are wanting them (animate)|||goo2sda2duu2li3ha
925|||ᏍᏓ̣²Ꮣ²[Ꮣ͓]-|ᎣᎵ͓²Ꮸ²³Ꭲ||ᏍᏓᏓᏙᎵᏨᎢ|sdada:dohljv̌:ɂi|You both recognized yourselves a while ago|||sdaa2daa2dohl2jvv23-i
926|||Ꭲ¹Ꮳ̣²Ꮣ²[Ꮣ͓]-|ᎣᎵ͓²Ꮸ²³Ꭲ||ᎢᏣᏓᏙᎵᏨᎢ|ì:jada:dohljv̌:ɂi|You all recognized yourselves a while ago|||ii1ja2daa2dohl2jvv23-i
927|||Ꮣ¹Ꮒ²-|ᎣᎵ͓²Ꭺ³Ꭲ||ᏓᏃᎵᎪᎢ|dà:nohlgó:ɂi|They usually understand things; They usually recognize them (animate)|||daa1nohl2goo3-i
928|||Ꮥ³Ꮒ²-|ᎣᎵ͓²Ꭺ³Ꭲ||ᏕᏃᎵᎪᎢ|dé:nohlgó:ɂi|You (1) and I usually understand things|||dee3nohl2goo3-i
929|||Ꮥ³Ꮧ²-|ᎣᎵ͓²Ꭺ³Ꭲ||ᏕᏙᎵᎪᎢ|dé:dohlgó:ɂi|All of us usually understand things|||dee3dohl2goo3-i
930|||Ꮩ¹Ꮵ²-|ᎣᎵ͓²Ꭺ³Ꭲ||ᏙᏦᎵᎪᎢ|dò:johlgó:ɂi|They and I usually understand things|||doo1johl2goo3-i
931|||Ꮩ¹ᏍᏗ²-|ᎣᎵ͓²Ꭺ³Ꭲ||ᏙᏍᏙᎵᎪᎢ|dò:sdohlgó:ɂi|He and I usually understand things|||doo1sdohl2goo3-i
932|||Ꮧ̣²ᏍᏗ²-|Ꭳ²Ꮅ³ᏍᏗ||ᏗᏍᏙᎵᏍᏗ|disdo:hlísdi|For you both to understand things|||di2sdoo2hli3sdi
933|||Ꭰ¹Ꮵ̣²-, Ꭰ¹Ꭶ͓-|Ꭺ¹Ꮹ²Ꮤ||ᏩᏥᎪᏩᏔ|wà:jigò:wahta|Let him be seen|||waa1ji2goo1wah2ta
934|||Ꮥ³Ꮵ²-|Ꭺ²Ꮂ²³Ꭲ||ᏕᏥᎪᎲᎢ|dé:ji:go:hv̌:ɂi|You all saw them (inanimate) a while ago|||dee3jii2goo2hvv23-i
935|||Ꮥ²ᏍᏗ²-|Ꭺ²Ꮂ²³Ꭲ||ᏕᏍᏗᎪᎲᎢ|de:sdi:go:hv̌:ɂi|You both saw them (inanimate) a while ago|||dee2sdii2goo2hvv23-i
936||||Ꭴ²Ꮩ²Ꮣ||ᎤᏙᏓ|u:do:da|His father|||uu2doo2da
937|||Ꮥ²Ꭿ̣²-, Ꮥ²Ꭿ̣²-|Ꭰ̣¹Ꮪ²³Ꭹ̣³Ꭰ||ᏕᎭᏚᎩᎠ|de:hàtǔ:gía|You (1) are drinking alcoholic drinks|||dee2ha1tuu23gi3a
938|||Ꭴ¹-, Ꭴ¹Ꮹ͓-|Ꮑ²Ꮂ²³Ꭲ||ᎤᏁᎲᎢ|ù:ne:hv̌:ɂi|He had a liquid a while ago|||uu1nee2hvv23-i
939|||Ꭱ¹Ꭹ²-|Ꭰ̣²Ꭶ¹Ꮩ²³ᏍᏓ*||ᎡᎦᎦᏙᏍᏓ|è:gagà:tǒ:sda|Let all of us be looked at|||ee1ga2gaa1too23sda
940|||Ꮩ¹Ꭹ²-|Ꮑ²Ꮂ²³Ꭲ||ᏙᎩᏁᎲᎢ|dò:gi:ne:hv̌:ɂi|They and I had liquid things a while ago|||doo1gii2nee2hvv23-i
941|||Ꭱ¹Ꮒ²-|Ꭰ̣²Ꭶ¹Ꮩ²³ᏍᏓ*||ᎡᎾᎦᏙᏍᏓ|è:nagà:tǒ:sda|Let you (1) and me look at him|||ee1na2gaa1too23sda
942|||Ꭱ¹Ꮧ²-|Ꭰ̣²Ꭶ¹Ꮩ²³ᏍᏓ*||ᎡᏓᎦᏙᏍᏓ|è:dagà:tǒ:sda|Let all of us look at him|||ee1da2gaa1too23sda
943|||Ꮣ¹Ꭹ̣²-, Ꮣ¹Ꮖ͓-|Ꮑ²Ꮂ²³Ꭲ||ᏓᎩᏁᎲᎢ|dà:gine:hv̌:ɂi|I had liquid things a while ago|||daa1gi2nee2hvv23-i
944|||Ꭱ¹Ꮵ²-|Ꭰ̣²Ꭶ¹Ꮩ²³ᏍᏓ*||ᎡᏣᎦᏙᏍᏓ|è:jagà:tǒ:sda|Let you all look at him; Let you all be looked at|||ee1ja2gaa1too23sda
945|||Ꮥ²Ꮳ̣²-, Ꮥ²Ꮳ̣²-|Ꮑ²Ꮂ²³Ꭲ||ᏕᏣᏁᎲᎢ|de:jane:hv̌:ɂi|You (1) had liquid things a while ago|||dee2ja2nee2hvv23-i
946|||Ꭸ²Ꮒ²-|Ꭰ̣²Ꭶ¹Ꮩ²³ᏍᏓ*||ᎨᎾᎦᏙᏍᏓ|ge:nagà:tǒ:sda|Let you (1) and me look at them (animate)|||gee2na2gaa1too23sda
947|||Ꮥ²Ꮵ̣²-, Ꮥ²Ꭶ͓-|Ꭰ̣²Ꭶ¹Ꮩ²³ᏍᏓ²*||ᏕᎦᎦᏙᏍᏓ|de:gagà:tǒ:sdā|I recently looked at them (inanimate)|||dee2ga2gaa1too23sda2
948|||Ꭿ̣²-|ɂᎴ¹Ꭶ||ᎯᎴᎦ|hílè:ga|You (1) are climbing it|||hi3lee1ga
949|||Ꭸ²Ꮧ²-|Ꭰ̣²Ꭶ¹Ꮩ²³ᏍᏓ*||ᎨᏓᎦᏙᏍᏓ|ge:dagà:tǒ:sda|Let all of us look at them (animate)|||gee2da2gaa1too23sda
950|||Ꭸ²Ꮵ²-|Ꭰ̣²Ꭶ¹Ꮩ²³ᏍᏓ*||ᎨᏣᎦᏙᏍᏓ|ge:jagà:tǒ:sda|Let you all look at them (animate)|||gee2ja2gaa1too23sda
951|||Ꭱ¹ᏍᏗ²-|Ꭰ̣²Ꭶ¹Ꮩ²³ᏍᏓ*||ᎡᏍᏓᎦᏙᏍᏓ|è:sdagà:tǒ:sda|Let you both look at him; Let you both be looked at|||ee1sda2gaa1too23sda
952|||Ꭱ¹Ꭹ̣²Ꮒ²-|Ꭰ̣²Ꭶ¹Ꮩ²³ᏍᏓ*||ᎡᎩᎾᎦᏙᏍᏓ|è:ginagà:tǒ:sda|Let you (1) and me be looked at|||ee1gi2na2gaa1too23sda
953|||Ꮳ̣²-, Ꮳ̣²-|ᎪᏩ͓²Ꮨ²³ᏍᎪ̣³Ꭲ||ᏣᎪᏩᏘᏍᎪᎢ|jagowhtǐ:sgóɂi|He is often seeing you (1)|||ja2gowh2tii23sgo3-i
954|||Ꮷ²-, Ꮷ²Ꮹ͓-|Ꭰ̣²Ꭶ͓Ꮩ²³ᏍᏙᏗ||ᏧᎦᏙᏍᏙᏗ|ju:ktǒ:sdóhdi|For him to look at them|||juu2ktoo23sdoh3di
955|||Ꭼ²-, Ꭼ²Ꮿ͓-|ᎪᏩ͓²Ꮨ̣³Ꭽ||ᎬᎪᏩᏘᎭ|gv:gowhtíha|I am seeing you (1)|||gvv2gowh2ti3ha
956|||Ꮵ²-, Ꮵ²Ꮿ͓-|ᎪᏩ͓²Ꮨ̣³Ꭽ||ᏥᎪᏩᏘᎭ|ji:gowhtíha|I am seeing him|||jii2gowh2ti3ha
957|||ᏍᏗ²-|Ꮂ²³Ꭲ||ᏍᏗᎲᎢ|sdi:hv̌:ɂi|You both had something solid a while ago|||sdii2hvv23-i
958|||ᏍᏛ²-, ᏍᏛ²Ꮿ͓-|ᎪᏩ͓²Ꮨ̣³Ꭽ||ᏍᏛᎪᏩᏘᎭ|sdv:gowhtíha|I am seeing you both; We two are seeing you (1) or you both|||sdvv2gowh2ti3ha
959|||Ꭲ¹Ꮵ²-|Ꮂ²³Ꭲ||ᎢᏥᎲᎢ|ì:ji:hv̌:ɂi|You all had something solid a while ago|||ii1jii2hvv23-i
960|||Ꭶ̣²Ꮵ²-, Ꭶ̣²Ꮵ²Ꮿ͓-|ᎪᏩ͓²Ꮨ̣³Ꭽ||ᎦᏥᎪᏩᏘᎭ|gaji:gowhtíha|I am seeing them (animate)|||ga2jii2gowh2ti3ha
961|||Ꮧ̣²Ꮵ̣²-|Ꭰ̣²Ꭶ͓Ꮩ²³ᏍᏓ||ᏗᏣᎦᏙᏍᏓ|dijaktǒ:sda|Let you all look at them (inanimate)|||di2ja2ktoo23sda
962|||Ꮧ̣²ᏍᏗ²-|ᎣᎵ͓²Ꭹ||ᏗᏍᏙᎵᎩ|disdohlgi|Let you both understand things|||di2sdohl2gi
963|||Ꭰ̣²-, Ꭶ̣²-|ᎣᎵ͓²Ꭶ||ᎪᎵᎦ|gohlga|He understands it; He recognizes him|||gohl2ga
964|||ᏍᎩ̣²Ꮒ²-|Ꭺ¹Ꮹ²Ꮤ||ᏍᎩᏂᎪᏩᏔ|sgini:gò:wahta|Let you (1) or both see us both|||sgi2nii2goo1wah2ta
965|||Ꮥ³Ꮵ²-|Ꭺ¹Ꮹ²Ꮤ²||ᏕᏥᎪᏩᏔ|dé:ji:gò:wahtā|You all recently saw them (inanimate)|||dee3jii2goo1wah2ta2
966|||Ꮥ²ᏍᏗ²-|Ꭺ¹Ꮹ²Ꮤ²||ᏕᏍᏗᎪᏩᏔ|de:sdi:gò:wahtā|You both recently saw them (inanimate)|||dee2sdii2goo1wah2ta2
967||||Ꭶ²Ꭿ²Ꮵ||ᎦᎯᏥ|gahi:ji|You one, their mother|||ga2hii2ji
968|||Ꮪ²-, Ꮪ²Ꮹ͓-|Ꭵ²³ᏰᏍᏗ||ᏚᎥᏰᏍᏗ|du:jv̌:yê:sdi|He will be having rod shaped things|||duu2jvv23yee32sdi
969|||Ꭰ¹Ꭹ̣²-, Ꭰ¹Ꮖ͓-|Ꭱ²Ꮕ³Ꮢ²³Ꭲ||ᎠᏇᏅᏒᎢ|à:gwe:nv́:sv̌:ɂi|I went a while ago|||aa1gwee2nvv3svv23-i
970|||Ꮣ̣²-, Ꮥ²Ꭶ̣²-|Ꭰ¹Ꮧ²Ꮤ̣²ᏍᎪ³Ꭲ||ᏓᏗᏔᏍᎪᎢ|dà:di:tasgó:ɂi|He usually is drinking drinks|||daa1dii2ta2sgoo3-i
971|||Ꮥ²Ꮵ̣²-, Ꮥ²Ꭶ͓-|Ꭰ̣¹Ꮪ²³Ꭹ̣³Ꭰ*||ᏕᎦᏚᎩᎠ|de:gaɂdǔ:gía|I am drinking alcoholic drinks|||dee2ga-2duu23gi3a
972|||Ꭳ¹Ꭹ²-|Ꭱ²Ꮕ³Ꮢ²³Ꭲ||ᎣᎨᏅᏒᎢ|ò:ge:nv́:sv̌:ɂi|They and I went a while ago|||oo1gee2nvv3svv23-i
973|||Ꭴ¹Ꮒ²-|Ꭱ²Ꮕ³Ꮢ²³Ꭲ||ᎤᏁᏅᏒᎢ|ù:ne:nv́:sv̌:ɂi|They went a while ago|||uu1nee2nvv3svv23-i
974|||Ꭰ¹Ꮒ²-|Ꭱ³Ꭺ̣³Ꭲ||ᎠᏁᎪᎢ|à:né:góɂi|They usually are going|||aa1nee3go3-i
975|||Ꭹ̣²Ꮒ²-|Ꭱ²Ꮕ³Ꮢ²³Ꭲ||ᎩᏁᏅᏒᎢ|gine:nv́:sv̌:ɂi|You (1) and I went a while ago|||gi2nee2nvv3svv23-i
976|||Ꭳ¹Ꭹ̣²Ꮒ²-|Ꭱ²Ꮕ³Ꮢ²³Ꭲ||ᎣᎩᏁᏅᏒᎢ|ò:gine:nv́:sv̌:ɂi|He and I went a while ago|||oo1gi2nee2nvv3svv23-i
977|||Ꭿ̣²-|ɂᎷ¹Ꭶ||ᎯᎷᎦ|hilù:ga|Let you (1) climb it|||hi2luu1ga
978|||Ꮣ¹Ꭹ̣²-, Ꮣ¹Ꮖ͓-|Ꮑ̣³Ꭽ||ᏓᎩᏁᎭ|dà:ginéha|I have liquid things|||daa1gi2ne3ha
979|||Ꮥ³Ꮵ²-|Ꭾ³ᏍᏗ||ᏕᏥᎮᏍᏗ|dé:ji:hé:sdi|You all will be having solid things|||dee3jii2hee3sdi
980|||Ꮥ²ᏍᏗ²-|Ꭾ³ᏍᏗ||ᏕᏍᏗᎮᏍᏗ|de:sdi:hé:sdi|You both will be having solid things|||dee2sdii2hee3sdi
981|||Ꭲ¹Ꮧ²-|Ꭰ̣²Ꮪ²³Ꭹ||ᎢᏓᏚᎩ|ì:datǔ:gi|Let all of us drink something alcoholic|||ii1da2tuu23gi
982|||Ꭸ²ᏍᏗ²-|Ꭰ̣²Ꭶ¹Ꮩ²³ᏍᏓ*||ᎨᏍᏓᎦᏙᏍᏓ|ge:sdagà:tǒ:sda|Let you both look at them (animate)|||gee2sda2gaa1too23sda
983|||Ꭿ²-, Ꭿ²Ꮿ͓-|ᎪᏩ͓²Ꮨ̣³Ꭽ||ᎯᎪᏩᏘᎭ|hi:gowhtíha|You (1) are seeing him|||hii2gowh2ti3ha
984|||Ꭲ¹Ꮸ²-, Ꭲ¹Ꮸ²Ꮿ͓-|ᎪᏩ͓²Ꮨ̣³Ꭽ||ᎢᏨᎪᏩᏘᎭ|ì:jv:gowhtíha|I, we two, or we all are seeing you all; We all are seeing you (1), two|||ii1jvv2gowh2ti3ha
985|||Ꭲ¹ᏍᎩ²-, Ꭲ¹ᏍᎩ²Ꮿ͓-|ᎪᏩ͓²Ꮨ̣³Ꭽ||ᎢᏍᎩᎪᏩᏘᎭ|ì:sgi:gowhtíha|You (1), two, or all are seeing us all; You all are seeing me|||ii1sgii2gowh2ti3ha
986|||Ꭶ̣²Ꭿ²-, Ꭶ̣²Ꭿ²Ꮿ͓-|ᎪᏩ͓²Ꮨ̣³Ꭽ||ᎦᎯᎪᏩᏘᎭ|gahi:gowhtíha|You (1) are seeing them (animate)|||ga2hii2gowh2ti3ha
987|||Ꭰ̣²-, Ꭶ̣²-|ᎣᎵ͓²Ꭶ²||ᎪᎵᎦ|gohlgā|He recently understood it; He recently recognized him|||gohl2ga2
988|||Ꮧ̣²Ꮵ̣²-|ᎪᏩ͓²Ꮫ³Ꮧ||ᏗᏥᎪᏩᏛᏗ|diji:gowhtv́hdi|For you all to see them (inanimate)|||di2jii2gowh2tvh3di
989|||ᏍᎩ̣²Ꮒ²-|Ꭺ¹Ꮹ²Ꮤ||ᏍᎩᏂᎪᏩᏔ|sgini:gò:wahta|Let you both see me|||sgii2nii2goo1wah2ta
990||||Ꭼ²Ꮩ²Ꮣ||ᎬᏙᏓ|gv:do:da|I, your father|||gvv2doo2da
991|||Ꮥ²Ꮳ̣²-, Ꮥ²Ꮳ̣²-|Ꭰ̣²Ꮕ͓Ꮤ||ᏕᏣᏅᏔ|de:janhta|You (1) know things|||dee2ja2nhta
992|||Ꭰ¹Ꭹ̣²-, Ꭰ¹Ꮖ͓-|Ꭱ²Ꮕ¹ᏍᏗ||ᎠᏇᏅᏍᏗ|à:gwe:nv̀:sdi|For me to go|||aa1gwee2nvv1sdi
993|||Ꮪ²-, Ꮪ²Ꮹ͓-|Ꮎ̣³Ꭳ³Ꭲ||ᏚᎾᎣᎢ|du:náó:ɂi|He usually has flexible things|||duu2na3oo3-i
994|||Ꮥ³Ꭹ²-|ɂᏯ³Ꭵ²³Ꭲ||ᏕᎩᏯᎥᎢ|dé:gi:hyá:ɂv̌:ɂi|All of us ate flexible things a while ago|||dee3gii2hyaa3-vv23-i
995|||Ꭳ¹Ꭹ²-|Ꭱ²Ꮕ¹ᏍᏗ||ᎣᎨᏅᏍᏗ|ò:ge:nv̀:sdi|For them and me to go|||oo1gee2nvv1sdi
996|||Ꮩ¹Ꭹ²-|ɂᏯ³Ꭵ²³Ꭲ||ᏙᎩᏯᎥᎢ|dò:gi:hyá:ɂv̌:ɂi|They and I ate flexible things a while ago|||doo1gii2hyaa3-vv23-i
997|||Ꮥ²Ꮵ̣²-, Ꮥ²Ꭶ͓-|Ꭽ̣²Ꮧ²³Ꮤ²||ᏕᎦᎭᏗᏔ|de:ga:dǐ:tā|I recently drank drinks|||dee2gaa2dii23ta2
998|||Ꮣ¹Ꮒ²-|Ꭰ̣¹Ꮪ²³Ꭹ̣³Ꭰ||ᏓᎾᏚᎩᎠ|dà:nàtǔ:gía|They are drinking alcoholic drinks|||daa1na1tuu23gi3a
999|||Ꭴ¹Ꮒ²-|Ꭱ²Ꮕ¹ᏍᏗ||ᎤᏁᏅᏍᏗ|ù:ne:nv̀:sdi|For them to go|||uu1nee2nvv1sdi
1000|||Ꮪ¹Ꮒ²-|ɂᏯ³Ꭵ²³Ꭲ||ᏚᏂᏯᎥᎢ|dù:ni:hyá:ɂv̌:ɂi|They ate flexible things a while ago|||duu1nii2hyaa3-vv23-i
1001|||Ꮥ³Ꮒ²-|Ꭰ̣¹Ꮪ²³Ꭹ̣³Ꭰ||ᏕᎾᏚᎩᎠ|dé:nàtǔ:gía|You (1) and I are drinking alcoholic drinks|||dee3na1tuu23gi3a
1002|||Ꭹ̣²Ꮒ²-|Ꭱ²Ꮕ¹ᏍᏗ||ᎩᏁᏅᏍᏗ|gine:nv̀:sdi|For you (1) and me to go|||gi2nee2nvv1sdi
1003|||Ꮣ¹Ꭹ̣²-, Ꮣ¹Ꮖ͓-|ɂᏯ³Ꭵ²³Ꭲ||ᏓᎩᏯᎥᎢ|dà:gihyá:ɂv̌:ɂi|I ate flexible things a while ago|||daa1gi2hyaa3-vv23-i
1004|||Ꮥ³Ꮧ²-|Ꭰ̣¹Ꮪ²³Ꭹ̣³Ꭰ||ᏕᏓᏚᎩᎠ|dé:dàtǔ:gía|All of us are drinking alcoholic drinks|||dee3da1tuu23gi3a
1005|||Ꭲ¹Ꮒ²-|Ꭱ³Ꭺ̣³Ꭲ||ᎢᏁᎪᎢ|ì:né:góɂi|You (1) and I usually are going|||ii1nee3go3-i
1006|||Ꭳ¹Ꭹ̣²Ꮒ²-|Ꭱ²Ꮕ¹ᏍᏗ||ᎣᎩᏁᏅᏍᏗ|ò:gine:nv̀:sdi|For him and me to go|||oo1gi2nee2nvv1sdi
